SA2 Code 2016,SA2 Name,median_age,population,median_weekly_personal_income,average_life_satisfaction_score,percent_unemployed,homeless_rate,housing_stress_30_40_rule,gini_coefficient,poverty_rate,ier_score,percent_nonreligious,percent_citizenship,sentiment,counts,suburb_code
122031432,Terrey Hills - Duffys Forest,43,3639,825,79.94828957836118,3.9,0.0008244023083264633,12.4,0.3075083200000011,8.1,1154,34.9,26.2,0.5411080353172625,17,122031432
122031431,Narrabeen - Collaroy,41,24808,907,79.12094064949608,3.0,0.001854240567558852,14.6,0.2951861600000017,9.1,1078,33.9,34.4,0.3663106301747967,256,122031431
122031430,Manly Vale - Allambie Heights,39,16900,873,78.98189852978669,3.6,0.002544378698224852,14.9,0.3089646400000013,9.5,1098,39.1,32.5,0.022783060264640415,49,122031430
122031429,Freshwater - Brookvale,36,21013,1049,78.86125480833002,3.3,0.0048541379146242805,16.7,0.2954496000000003,10.2,1074,42.3,42.6,0.22817958593129675,336,122031429
122031428,Frenchs Forest - Belrose,42,25123,824,79.85089463220676,4.0,0.0016319707041356525,11.3,0.29969403,8.1,1151,33.1,26.0,0.13180602711899528,124,122031428
122031427,Forestville - Killarney Heights,41,12813,783,79.19728040355302,3.9,0.0009365488176071178,12.2,0.33364996000000147,8.1,1123,35.3,25.7,0.40447426389102115,8,122031427
122031426,Dee Why - North Curl Curl,36,24969,870,77.65306122448979,3.5,0.0032039729264287716,22.8,0.2799860000000013,12.9,1012,32.0,45.7,0.300652700369425,199,122031426
122031425,Cromer,42,7484,772,79.35195326761591,3.1,0.001469802244788883,13.4,0.28805012,9.9,1118,31.3,26.2,0.5216140187691272,14,122031425
122031424,Beacon Hill - Narraweena,41,13919,722,78.42470506592645,3.6,0.0038795890509375672,14.6,0.28116003,10.3,1092,30.1,29.9,0.15318838450973582,13,122031424
122021420,Avalon - Palm Beach,46,12378,871,79.92450704225352,3.8,0.0013734044272095654,13.1,0.3084935000000003,8.4,1126,44.8,27.7,0.38136099556227976,171,122021420
122011419,Manly - Fairlight,37,21723,1262,79.17182854311199,3.8,0.0048796206785434795,14.8,0.3249809000000025,8.5,1024,49.8,51.5,0.011209888801871803,634,122011419
122011418,Balgowlah - Clontarf - Seaforth,40,20214,1081,79.75859130928714,3.6,0.0007420599584446423,11.8,0.3334621200000015,7.6,1134,39.8,32.0,0.31752335492476735,163,122011418
121041417,North Sydney - Lavender Bay,37,10680,1490,78.19069997526589,4.0,0.0016853932584269663,13.6,0.3007209300000011,6.8,983,41.3,48.4,0.08086448448479105,214,121041417
121021578,Hornsby - West,39,10667,749,77.15620998719591,5.5,0.0015937001968688478,18.3,0.3028795400000011,12.6,1045,37.4,37.9,0.4964280859799189,15,121021578
127021520,St Johns Park - Wakeley,39,10843,464,76.90219243439736,8.5,0.006363552522364659,19.8,0.33663163,16.5,1006,10.3,14.9,-0.44630823751913606,6,127021520
