SA2 Code 2016,SA2 Name,median_age,population,median_weekly_personal_income,average_life_satisfaction_score,percent_unemployed,homeless_rate,housing_stress_30_40_rule,gini_coefficient,poverty_rate,ier_score,percent_nonreligious,percent_citizenship,sentiment,counts,suburb_code
303011051,Carindale,42,15721,767,79.26522853128358,5.4,0.0010177469626614084,8.8,0.3275307400000003,7.0,1106,24.5,28,0.2373477272727273,44,303011051
303011049,Carina,36,11053,828,77.78656126482214,5.0,0.003076087939925812,13.3,0.2825082000000003,10.0,1011,28.8,39,0.2259230414746544,217,303011049
303011048,Cannon Hill,34,5741,873,78.35159483808133,6.0,0.001567671137432503,11.9,0.2967458,10.0,1026,35.5,47,0.3831625,16,303011048
302041044,Sandgate - Shorncliffe,45,6771,660,78.06389365351629,5.7,0.012553537143701079,13.8,0.3163418500000003,11.0,1005,36.2,29,0.31581831683168315,202,302041044
302041045,Taigum - Fitzgibbon,35,12162,715,77.55013850415513,6.7,0.00246669955599408,16.2,0.27507213,12.0,982,18.2,42,0.16471176470588234,51,302041045
302041043,Deagon,42,3665,644,77.63751763046544,7.6,0.0032742155525238743,18.0,0.2865093600000003,14.0,965,32.6,40,0.100475,4,302041043
302041042,Brighton (Qld),42,9485,731,78.4121915820029,5.7,0.002319451765946231,13.7,0.27932150000000133,11.0,1028,36.5,36,0.4815458333333333,24,302041042
302041041,Bracken Ridge,36,16955,713,78.38891984398632,6.6,0.001415511648481274,14.4,0.25857815,11.0,1035,22.2,41,0.25921666666666665,12,302041041
302031039,Nudgee - Banyo,37,9629,774,78.34831786542924,6.2,0.0007269706096167827,13.7,0.287822400000002,10.0,1027,27.1,42,0.2530172248803828,209,302031039
302031038,Northgate - Virginia,34,6589,878,77.83539094650206,6.0,0.00667779632721202,13.3,0.3011841000000015,10.0,1006,28.3,50,0.4374011363636363,264,302031038
302021033,Stafford Heights,39,6833,740,78.43191196698763,6.7,0.0014634860237084735,11.7,0.319071770000002,11.0,1011,26.3,31,-0.05858571428571429,7,302021033
302021032,Stafford,33,6530,784,77.20236879722279,6.8,0.004747320061255743,15.8,0.3088509000000021,14.0,952,31.3,43,0.14756990740740739,216,302021032
302021031,Kedron - Gordon Park,34,13729,922,77.7781112444978,4.8,0.0018938014422026368,14.1,0.3075389600000018,10.0,1014,29.8,44,0.1887006600660066,303,302021031
302021030,Geebung,37,4318,745,78.62273579013117,5.6,0.003242241778601204,13.6,0.26924947,10.0,1029,31.6,47,0.32069629629629626,54,302021030
302021028,Chermside,37,9310,674,76.26704545454545,8.1,0.0063372717508055855,18.6,0.2854548700000018,15.0,885,24.3,52,0.1763765873015873,252,302021028
302021027,Aspley,42,12301,727,78.72481805716697,6.0,0.0008942362409560199,12.5,0.2999708400000015,10.0,1033,26.4,35,0.2356952380952381,21,302021027
302011025,Everton Park,35,8819,826,78.07915488766552,5.5,0.0003401746229731262,13.7,0.28724292,10.0,1004,30.2,41,0.2417257575757576,66,302011025
303011050,Carina Heights,35,6526,788,77.29583666933547,5.6,0.0015323322096230463,14.7,0.31458282000000237,13.0,971,28.8,40,0.173425,8,303011050
302011024,Carseldine,41,9049,766,78.73210023866348,5.8,0.0012156039341363687,12.1,0.28554645,8.0,1051,20.5,33,0.2447551020408163,49,302011024
302011023,Bridgeman Downs,42,8119,833,79.7971536070669,5.2,0.0004926715112698608,10.0,0.3261052000000003,8.0,1136,22.4,25,0.5437666666666667,9,302011023
302031040,Nundah,33,12223,887,76.8114406779661,6.0,0.002045324388448008,16.9,0.2927228500000003,12.0,941,29.3,55,0.24290809061488677,309,302031040
302011022,Bald Hills,36,7279,733,78.41401393859483,6.8,0.004670971287264734,15.8,0.26178813,11.0,1038,21.4,34,0.2576325,40,302011022
301031021,Wynnum West - Hemmant,38,14820,716,78.06961429915334,6.4,0.001349527665317139,16.5,0.27240935,13.0,998,33.1,47,0.022343333333333326,30,301031021
302031037,Eagle Farm - Pinkenba,41,816,1008,,5.0,0.006127450980392157,,,,976,33.3,46,0.22314985422740527,343,302031037
301031020,Wynnum,41,13218,728,77.85411277806519,6.7,0.003782720532607051,15.6,0.2986889200000018,13.0,1005,36.7,43,0.35633760000000003,125,301031020
301031019,Wakerley,34,8995,1015,79.24634229329703,4.3,0.00033351862145636465,14.6,0.2773758200000013,10.0,1146,29.0,37,0.4911456140350877,57,301031019
301031018,Tingalpa,37,8720,788,78.40948343539017,5.8,0.003784403669724771,13.8,0.27340314,10.0,1029,26.0,39,0.30021363636363635,22,301031018
303011047,Camp Hill,34,11163,996,78.84418247052794,4.4,0.0012541431514825764,11.1,0.304795,8.0,1079,31.6,36,0.36813658536585364,82,303011047
301031017,Murarrie,35,4109,869,78.01315334025614,6.2,0.0019469457288878072,12.9,0.293542,10.0,1054,33.9,46,0.24828965517241378,87,301031017
311061329,Daisy Hill,36,6642,735,78.33890513999164,7.0,0.005269497139415839,16.9,0.2803862700000024,13.0,1047,27.4,38,0.213145,20,311061329
301031016,Manly West,39,11437,753,78.6217716630461,6.5,0.0031476785870420566,13.3,0.290328000000002,11.0,1039,33.6,41,-0.06251428571428572,7,301031016
301031015,Manly - Lota,43,7416,772,78.7249953262292,6.2,0.00337108953613808,13.0,0.323214260000002,10.0,1036,38.2,40,0.1685518867924528,106,301031015
302031036,Brisbane Airport,33,194,1020,,5.6,0.0,,,,1169,9.3,87,0.1314878698224852,338,302031036
302031035,Boondall,37,9192,669,78.25260751535934,6.9,0.0019582245430809398,13.6,0.27086620000000133,10.0,1011,19.1,42,0.3611888888888889,63,302031035
302021034,Wavell Heights,37,9789,932,78.5530045351474,4.8,0.0009193993257738277,10.9,0.30031678000000267,8.0,1060,30.6,36,0.46264000000000005,15,302021034
301021527,Redland Islands,55,9022,446,76.8516355140187,12.6,0.0021059632010640658,24.9,0.2948281500000015,26.0,890,35.2,31,0.21712,135,301021527
301021013,Victoria Point,45,14995,614,79.06682340175422,5.9,0.0007335778592864288,13.5,0.281539,10.0,1039,27.5,31,0.133144,25,301021013
301021012,Thornlands,38,14672,743,79.27061903871329,5.3,0.0009541984732824427,14.8,0.2866061000000003,10.0,1097,29.1,35,0.19062173913043481,23,301021012
301021011,Sheldon - Mount Cotton,34,7897,908,79.44023113037197,4.7,0.0021527162213498797,14.7,0.27253413,10.0,1134,33.8,33,0.2726954545454546,66,301021011
301021009,Redland Bay,38,15566,714,79.04640813731723,6.0,0.0017987922394963381,15.7,0.27820972,12.0,1079,31.0,35,0.3149558823529412,34,301021009
301021008,Ormiston,45,5813,710,79.4007319304666,5.7,0.0006881128505074832,12.7,0.315791,9.0,1072,28.0,28,0.19995833333333335,12,301021008
301021007,Cleveland,49,14815,646,78.47572815533981,6.1,0.0010124873439082012,16.2,0.3338382800000024,13.0,1001,28.3,34,0.2757803418803419,117,301021007
301011006,Wellington Point,41,11606,745,78.94055944055944,5.5,0.001033947957952783,13.3,0.29595030000000133,10.0,1080,30.6,31,0.275204,50,301011006
301011005,Thorneside,40,3758,725,77.37163375224416,6.7,0.0021287919105907396,19.1,0.28599036000000133,15.0,983,33.2,38,0.39024000000000003,10,301011005
302021029,Chermside West,39,6254,738,78.49397590361446,6.0,0.0019187719859290054,12.4,0.2936263400000003,8.0,1039,24.1,38,0.3231727272727273,11,302021029
301011004,Capalaba,37,17571,695,78.31537708129285,6.5,0.002788685902908201,16.6,0.26958620000000133,13.0,1021,28.7,38,0.27480454545454547,22,301011004
301011003,Birkdale,40,14941,712,79.04523071311326,5.7,0.0024094772772906767,12.9,0.28263163999999996,9.0,1062,30.7,36,0.2522583333333333,12,301011003
302011026,McDowall,37,7542,858,79.36396396396397,5.2,0.0007955449482895784,8.5,0.29817563,7.0,1089,27.4,30,0.21467368421052632,38,302011026
301011002,Belmont - Gumdale,39,7393,794,79.22056384742952,4.9,0.0012173677803327472,10.7,0.3164174600000021,9.0,1113,27.6,29,0.17251190476190476,42,301011002
301011001,Alexandra Hills,37,16357,710,78.24527830934353,6.5,0.0020786207739805587,15.7,0.2566668000000003,13.0,1027,30.5,39,0.18818709677419354,31,301011001
313011363,Bribie Island,59,18104,479,78.69838169642857,9.6,0.0018780380026513477,19.0,0.3029293400000003,17.0,959,26.5,32,0.34051127379209367,683,313011363
313011362,Beachmere - Sandstone Point,49,14867,498,78.3630249045628,9.4,0.0022196811730678685,19.7,0.2722655,17.0,995,28.8,32,0.23361891891891892,37,313011362
302041046,Zillmere,33,8977,643,76.55621301775147,9.3,0.0032304778879358362,20.1,0.2793146000000018,18.0,896,21.8,55,-0.14291615384615386,260,302041046
303051072,Algester,35,8437,669,77.45344658608298,7.5,0.0003555766267630674,13.5,0.2308798,11.0,1012,29.9,43,0.026375000000000006,12,303051072
303041071,Tarragindi,36,10692,880,79.07404918693724,5.6,0.0014964459408903852,11.2,0.31829363,8.0,1084,34.0,32,0.22803125000000002,16,303041071
303031061,Macgregor (Qld),31,5845,443,,11.6,0.021043627031650983,19.8,0.3056780700000018,22.0,965,44.9,57,0.22243255813953489,43,303031061
