SA2 Code 2016,SA2 Name,median_age,population,median_weekly_personal_income,average_life_satisfaction_score,percent_unemployed,homeless_rate,housing_stress_30_40_rule,gini_coefficient,poverty_rate,ieo_score,percent_nonreligious,percent_citizenship,sentiment,counts,suburb_code
211011260,Wantirna South,42,17800,610,77.85292847891783,6.4,0.0016292134831460674,12.3,0.3276246000000024,11.6,1047,24.9,32.3,0.11546666666666668,24,211011260
211011259,Wantirna,42,13949,633,77.74931207894487,5.8,0.0013621048103806726,13.7,0.3106825400000015,11.9,1042,28.9,34.6,0.20381666666666667,6,211011259
211011258,Rowville - South,39,10575,727,78.80961275059146,4.7,0.0003782505910165485,12.4,0.2983250000000015,9.5,1038,20.4,22.8,0.42272,10,211011258
211011255,Lysterfield,38,6602,760,79.38973934629706,4.1,0.0006058770069675856,10.3,0.3056945000000003,7.8,1046,23.3,23.7,0.08480000000000001,4,211011255
210051443,Craigieburn - South,31,16246,578,78.10379241516966,8.7,0.003323895112643112,23.8,0.2910568700000018,22.1,930,6.5,41.4,0.21481714285714285,35,210051443
211011254,Knoxfield - Scoresby,37,15073,641,77.80715670720959,6.3,0.0030518145027532673,15.0,0.2931583000000003,12.6,1022,23.3,36.2,0.31429999999999997,85,211011254
211011251,Bayswater,37,12063,640,77.37023452261865,6.2,0.0029843322556577967,17.6,0.272098,15.0,992,26.4,39.9,0.2579658536585366,41,211011251
210051445,Mickleham - Yuroke,31,3388,758,79.33333333333333,4.8,0.006198347107438017,17.8,0.26863095,13.1,993,8.6,40.5,-0.022783333333333333,6,210051445
210051444,Craigieburn - West,29,14149,645,77.25096607986261,8.8,0.0024029966782104745,26.9,0.3128008500000018,23.1,971,5.6,48.8,0.4215,3,210051444
210051442,Craigieburn - North,29,11562,673,77.2721550855992,7.9,0.0021622556651098427,24.5,0.2877203200000003,19.6,972,5.4,38.8,0.09621999999999997,5,210051442
210051250,Tullamarine,39,6419,632,76.95042665583097,7.0,0.002648387599314535,18.5,0.27870153999999997,14.8,933,10.7,33.7,0.0,8,210051250
210051249,Roxburgh Park - Somerton,29,21847,403,,11.0,0.008742619123907173,27.6,0.3097893300000003,28.9,915,4.7,28.8,0.14206666666666667,9,210051249
211031452,Croydon South,37,4711,681,78.45691382765531,5.1,0.004457652303120356,14.7,0.2717389,11.9,1026,28.2,40.5,0.29072222222222227,9,211031452
210051246,Greenvale - Bulla,35,16244,662,78.84590110070643,5.3,0.0006156119182467373,15.1,0.3201627000000018,12.7,1004,8.6,20.8,0.045530434782608695,23,210051246
210051245,Gladstone Park - Westmeadows,41,17621,587,77.98355754857997,7.0,0.002156517791271778,15.2,0.28028953,14.1,946,10.4,23.6,0.037610000000000005,10,210051245
210051243,Campbellfield - Coolaroo,33,16123,377,,14.4,0.008993363517955716,27.6,0.35335252000000134,34.4,830,4.5,31.0,-0.015895454545454532,22,210051243
210051248,Melbourne Airport,46,177,1157,,1.4,0.0,,,,1057,50.0,45.0,0.18123225806451612,62,210051248
210051247,Meadow Heights,31,14847,377,,13.7,0.00882333131272311,28.7,0.3056819700000018,35.1,855,6.1,28.8,0.2553,2,210051247
210051242,Broadmeadows,31,13263,404,76.32086985465439,15.8,0.008519942697730529,27.2,0.3216591000000003,33.4,850,7.9,46.9,0.05708181818181818,33,210051242
210031439,Gowanbrae,37,2912,808,78.56161021109475,4.0,0.0027472527472527475,13.4,0.27639115,9.7,1038,19.8,20.7,0.074,4,210031439
210031239,Pascoe Vale,35,23476,735,77.57239076621956,6.3,0.0037911058101891292,15.2,0.3046555800000003,13.0,1051,19.4,43.2,0.1441304347826087,46,210031239
210031438,Glenroy,34,22139,539,76.93626237623762,8.9,0.005239622385834952,18.2,0.3032285000000015,17.9,973,10.8,47.9,0.12366666666666666,9,210031438
210031237,Fawkner,34,13755,451,77.29674170007195,10.6,0.00886950199927299,21.3,0.3222368000000003,23.7,941,5.4,36.9,0.11952222222222224,9,210031237
210031236,Coburg North,37,7689,639,77.31233980227023,6.8,0.005722460658082976,15.9,0.3120386600000018,14.1,1050,22.3,39.5,0.18326,15,210031236
212031301,Cranbourne East,30,25702,746,78.39583090718529,6.4,0.0017897439887946463,20.8,0.2669538600000003,15.2,996,10.4,41.4,0.28842,25,212031301
212031300,Cranbourne,34,20084,592,77.6903517445967,8.2,0.005228042222664808,21.1,0.2755830600000003,19.3,897,14.4,42.0,0.25812857142857143,14,212031300
210021232,Gisborne,39,12840,747,79.54827780914738,4.5,0.0005451713395638629,12.5,0.3188754300000015,9.1,1059,31.4,26.9,0.11836666666666668,9,210021232
210011231,Strathmore,40,9449,807,79.15373563218391,4.6,0.0010583130489998942,10.2,0.338902860000003,8.1,1085,24.6,24.9,0.0734,6,210011231
210011230,Niddrie - Essendon West,39,6905,757,78.57224770642202,4.2,0.0005792903692976104,11.5,0.3213429500000015,8.8,1061,20.7,27.8,0.4943692307692308,13,210011230
210011229,Keilor East,43,26157,574,78.1385215584942,5.7,0.0006881523110448446,12.6,0.3269381500000003,12.2,1000,13.6,22.0,0.08602307692307691,13,210011229
210011228,Keilor,43,8479,646,78.75614250614251,5.1,0.0027125840311357473,11.6,0.3296969000000015,9.6,1014,11.7,19.0,0.05544920634920634,63,210011228
209041437,Wollert,30,9059,704,77.42218543046357,6.4,0.0029804614195827355,26.1,0.3157646700000018,20.4,1006,7.1,43.2,0.2732,1,209041437
209041436,South Morang (South),36,12014,651,77.8337031414224,6.4,0.001248543366072915,17.0,0.263386580000002,13.2,975,11.2,32.8,0.0252,5,209041436
209041430,Doreen,31,20962,793,78.467211336852,5.0,0.0006678752027478294,19.9,0.26654434,13.5,1018,20.8,38.8,-0.146475,4,209041430
209041225,Whittlesea,41,8128,631,78.70743571924947,4.1,0.0004921259842519685,15.3,0.2983670000000003,12.6,974,19.9,28.6,0.0876,9,209041225
209041224,Wallan,33,16215,714,78.47259902333153,5.5,0.0003700277520814061,19.2,0.277777,14.7,950,20.2,37.7,0.2871,20,209041224
209041223,Thomastown,38,20326,427,76.16810482582295,10.0,0.008265276001180754,19.8,0.2956072,21.9,876,8.4,31.9,0.03211428571428571,14,209041223
210011226,Airport West,40,7540,684,77.6260613411887,4.9,0.0017241379310344827,13.2,0.30460754,10.9,1006,13.7,28.9,0.14995,8,210011226
209041221,Mill Park - South,36,11847,586,77.24719101123596,7.5,0.0024478770996876845,16.1,0.27124906,14.9,971,14.5,30.2,0.0,1,209041221
209041220,Mill Park - North,38,17853,593,77.59007029876977,6.5,0.002800649750742172,15.3,0.28712153,13.5,976,13.2,26.9,-0.014623529411764707,17,209041220
209041435,South Morang (North),32,12065,755,77.98214285714286,6.3,0.0005801906340654787,19.0,0.2657569,13.7,1010,10.4,30.2,0.20481666666666667,6,209041435
209041434,Mernda,31,16484,773,77.80655678319145,5.8,0.0010919679689395778,21.2,0.26723427,15.6,1002,13.8,43.0,0.44895,2,209041434
209041433,Epping - West,31,10862,671,77.25291295407814,7.6,0.0025777941447247283,25.1,0.28817195,20.9,991,9.2,35.3,0.087775,8,209041433
209041216,Bundoora - North,31,7459,555,76.77448830409357,9.0,0.0010725298297358896,24.1,0.325679780000002,20.9,1062,27.7,48.1,0.09106666666666667,3,209041216
209041432,Epping - South,36,8354,497,76.92393203112593,9.0,0.004548719176442423,18.2,0.274631,18.4,920,11.5,40.0,0.098875,16,209041432
209031215,Wattle Glen - Diamond Creek,38,13729,761,79.13485252046956,4.4,0.0009469007211013184,11.0,0.2965697300000003,7.8,1053,33.3,29.3,0.3615785714285714,14,209031215
