SA2 Code 2016,SA2 Name,median_age,population,median_weekly_personal_income,average_life_satisfaction_score,percent_unemployed,homeless_rate,housing_stress_30_40_rule,gini_coefficient,poverty_rate,ieo_score,percent_nonreligious,percent_citizenship,sentiment,counts,suburb_code
504031066,Midland - Guildford,39,10675,625,76.57979094076656,11.1,0.007213114754098361,24.9,0.311322180000002,19.6,949,24.3,46.2,0.2103496240601504,133,504031066
504031067,Stratton - Jane Brook,33,6856,727,78.2110949511739,8.3,0.0010210035005834305,23.2,0.27977002,17.4,931,25.4,38.3,0.5202666666666667,3,504031067
504031068,The Vines,34,9928,840,79.6675339693553,6.8,0.0024174053182917004,22.6,0.3310682000000015,12.0,1013,26.3,35.7,0.1906987341772152,79,504031068
505011070,Craigie - Beldon,34,9803,750,78.13575927221834,7.9,0.0017341630113230644,22.4,0.2849579000000003,15.1,983,34.1,36.0,0.16417142857142858,35,505011070
505011071,Currambine - Kinross,35,13817,746,78.90973381789608,7.9,0.00021712383295939786,18.6,0.26106748,11.8,1016,29.4,32.4,0.44091875,16,505011071
505011072,Duncraig,41,15238,798,79.64009111617312,6.1,0.00045937787111169446,12.2,0.28865853,7.4,1096,31.0,25.4,0.115125,32,505011072
505011073,Greenwood - Warwick,40,13330,730,79.01958794275855,7.1,0.0006001500375093774,16.4,0.284578320000001,10.8,1030,32.0,33.2,0.3886304347826087,23,505011073
505011074,Heathridge - Connolly,37,10323,752,78.66761805915931,7.1,0.0011624527753560012,19.3,0.2804807400000011,12.4,1007,30.4,31.9,0.30305499999999996,80,505011074
505011075,Hillarys,41,10833,834,80.08026673252655,6.5,0.0010154158589495061,11.9,0.3229926200000011,8.3,1090,26.4,26.3,0.21326991869918702,123,505011075
505011076,Iluka - Burns Beach,39,8641,886,81.04032637690256,6.3,0.0005786367318597385,13.2,0.29867816000000136,7.8,1082,24.9,22.1,0.14525333333333332,30,505011076
505011077,Joondalup - Edgewater,36,13591,693,78.59445843828715,9.3,0.0038260613641380326,20.6,0.29179903999999995,13.9,1035,30.3,38.9,0.15802903225806447,155,505011077
505011078,Kingsley,43,13055,736,79.43919344675489,6.1,0.0008425890463423975,13.9,0.2738066000000011,8.2,1039,29.4,27.0,0.18836888888888892,45,505011078
505011079,Mullaloo - Kallaroo,41,11181,776,79.69940623453736,6.3,0.0004471871925588051,15.1,0.3026453,8.5,1066,30.4,25.6,0.24253999999999998,20,505011079
505011080,Ocean Reef,42,7843,741,79.85745800101816,7.0,0.0,13.8,0.2879744200000011,10.5,1053,28.2,23.9,0.16094117647058823,17,505011080
505011081,Padbury,37,8152,781,78.74036850921273,6.9,0.00036800785083415113,18.2,0.2788482600000011,11.0,1025,33.2,32.3,0.16511874999999998,16,505011081
505011082,Sorrento - Marmion,45,9618,853,80.25003453515679,5.9,0.0006238303181534623,10.2,0.34265465,6.1,1109,27.8,24.3,0.29294754098360654,61,505011082
505011083,Woodvale,42,9308,734,79.54494695700726,6.5,0.0005371723248818221,12.0,0.26970872,7.2,1048,29.5,26.4,0.15334444444444442,9,505011083
505021084,Balcatta - Hamersley,38,15345,687,77.77065650441712,6.9,0.0019550342130987292,19.4,0.2977518,13.8,1001,20.7,36.7,0.24050625000000003,48,505021084
505021085,Balga - Mirrabooka,31,19985,494,76.79110857794244,12.9,0.005053790342757068,28.0,0.32570553,29.9,886,13.8,41.9,0.1765045977011494,87,505021085
505021086,Dianella,41,24109,669,78.00710020977893,7.4,0.0024472188809158404,16.1,0.32348080000000223,13.6,1031,19.8,29.2,0.19368979591836735,49,505021086
505021088,Innaloo - Doubleview,35,16550,918,77.76112106892619,6.2,0.0007250755287009063,16.3,0.31448130000000135,11.9,1084,35.8,42.2,0.21330158730158735,63,505021088
505021089,Karrinyup - Gwelup - Carine,40,20294,846,79.59567597922224,5.2,0.0005420321277224795,12.1,0.3020715700000011,6.8,1105,31.6,27.1,0.12827979797979797,99,505021089
505021090,Nollamara - Westminster,32,17720,665,76.6626065773447,9.7,0.004627539503386005,24.8,0.29988804000000135,19.0,987,18.6,50.7,0.5830671957671958,189,505021090
505021092,Scarborough,35,15425,1044,78.18269314900691,6.1,0.0013614262560777957,18.8,0.30407840000000136,9.6,1099,40.2,49.6,0.28303288288288286,222,505021092
505021093,Stirling - Osborne Park,37,13711,761,77.99576230376577,7.3,0.0036467070235577273,17.5,0.31963372,12.3,1044,21.6,36.9,0.23599310344827587,29,505021093
505021094,Trigg - North Beach - Watermans Bay,43,7509,910,79.3691080493111,5.7,0.0009322146757224664,13.9,0.3281631000000003,10.0,1112,36.4,26.5,0.2824832487309645,197,505021094
505021095,Tuart Hill - Joondanna,35,11920,835,76.80404440048358,7.4,0.0036073825503355706,19.9,0.3012365700000003,13.3,1052,22.6,45.4,0.26251428571428576,21,505021095
505021096,Wembley Downs - Churchlands - Woodlands,40,13965,813,79.51619312537254,6.0,0.0005012531328320802,12.8,0.350081470000001,9.0,1140,30.4,30.2,0.1646935064935065,77,505021096
505021097,Yokine - Coolbinia - Menora,39,15710,780,78.190800681431,6.8,0.001336728198599618,17.7,0.3238731300000011,12.8,1068,23.5,35.6,0.24671153846153848,52,505021097
505031098,Alexander Heights - Koondoola,35,11966,547,77.88587896253603,10.6,0.005599197726892863,23.1,0.29176044,23.3,892,13.8,30.4,0.08491,10,505031098
505031099,Butler - Merriwa - Ridgewood,31,23447,640,78.0350669039615,10.6,0.0012794813835458694,28.7,0.27659398,20.9,941,29.8,42.4,0.27232307692307695,26,505031099
505031100,Carramar,29,16595,789,78.952651683397,8.1,0.0009038867128653209,27.2,0.2681782800000003,17.7,986,27.9,38.2,0.24461875,96,505031100
